Index,Review,Cleaned_Review,Cleaned_Name,Severity,Urgency,Customer_Satisfaction,Review_Days,Response_Days,Predicted_Category,Probabilities,Mapped_Category,Hygiene,Food Quality,Atmosphere,Value for Money,Service Issue,Positive Review,Food Options,Review_Date
1752,"Service was not up to the mark.
Food was fairly good.
Could have added few more variety of delicacies to the starters...
But all in all it was good. Exotics counter is the USP of this place.",service mark food fairly good could added variety delicacies starters good exotics counter usp place,debadrita ghosh,Low,Non-Urgent,No Response,2190,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.969850480556488, 0.8330657482147217]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,08-11-2018
1753,"Average food and extremely slow service. Please avoid seating next to the glass Kitchen as it is very hot there with zero ac effect. All the live food counter food(non veg) taste the same..with two many team lunch happening, the place is completely chaos..would definitely recommend bbq nation..",average food extremely slow service please avoid seating next glass kitchen hot zero ac effect live food counter foodnon veg taste samewith two many team lunch happening place completely chaoswould definitely recommend bbq nation,arnab chakraborty,Medium,Non-Urgent,High Satisfaction,1825,1825,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety', 'Poor customer service or staff behavior']","[0.9609847068786621, 0.9375238418579102, 0.9102970361709595]","['Food Quality', 'Food Options', 'Service Issue']",0,1,0,0,1,0,1,08-11-2019
1754,"Tasty food especially for non vegetarians, place is too conjusted, the tables are too close to each other. One can't freely move around to get dishes for main course. Take too long to get starters dishes especially when you repeat it.",tasty food especially non vegetarians place conjusted tables close one cant freely move around get dishes main course take long get starters dishes especially repeat,soumya vernekar,Low,Non-Urgent,High Satisfaction,1095,1095,['Positive review'],[0.8792598843574524],['Positive Review'],0,0,0,0,0,1,0,07-11-2021
1755,"Too crowded and too noisy, the food also is not that great. A very mediocre experience. Looks like they are running short on stuff as well. I would suggest this place only if you don't have another option and you are going with a bunch of …",crowded noisy food also great mediocre experience looks like running short stuff well would suggest place dont another option going bunch,meshach,Low,Non-Urgent,No Response,2190,-1,"['Ambiance, noise levels, or atmosphere concerns', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9929214715957642, 0.9923625588417053, 0.9729125499725342]","['Atmosphere', 'Food Quality', 'Food Options']",0,1,1,0,0,0,1,08-11-2018
1756,"My wife took me out to dinner here. Decent place, good for families and large groups. Based on the Barbecue Nation concept, you get to pick what you want to grill. …",wife took dinner decent place good families large groups based barbecue nation concept get pick want grill,anvith ks,Low,Non-Urgent,No Response,2190,-1,['Positive review'],[0.9960716366767883],['Positive Review'],0,0,0,0,0,1,0,08-11-2018
1757,Have good barbecue food options here. Feel barbeque nation has better choice and taste of food. Advance reservation is required here. Plan atleast 1-1.5 hours for each reservation slots. Complementary drink is available only for lunch and not for dinner,good barbecue food options feel barbeque nation better choice taste food advance reservation required plan atleast hours reservation slots complementary drink available lunch dinner,lingaraj rath,Low,Non-Urgent,No Response,1095,-1,"['Positive review', 'Quality, taste, or freshness issues with food']","[0.9712668061256409, 0.8584107756614685]","['Positive Review', 'Food Quality']",0,1,0,0,0,1,0,07-11-2021
1758,"Nice place, Good food,  but its award staff are repeatedly asking  how is the food sir ?  please tell (ok,Good, best or not). Just let the customer free to eat first then @ end he will give you feedback.",nice place good food award staff repeatedly asking food sir please tell okgood best let customer free eat first end give feedback,sarbasish mishra,Low,Non-Urgent,No Response,2190,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Positive review']","[0.9771572947502136, 0.9026321172714233, 0.8459519743919373]","['Service Issue', 'Food Quality', 'Positive Review']",0,1,0,0,1,1,0,08-11-2018
1759,I have been there recently for the 1st time and I would say that it is going to be my last time and instead I would go to Barbeque Nation!. …,recently st time would say going last time instead would go barbeque nation,aditya gopinath,Medium,Non-Urgent,No Response,2555,-1,"['Poor customer service or staff behavior', 'Limited food options or menu variety']","[0.9147689342498779, 0.7861899137496948]","['Service Issue', 'Food Options']",0,0,0,0,1,0,1,08-11-2017
1760,Their other branches are better. Food was just ok. Main course taste was also below average. Better to go for sarjapur branch,branches better food ok main course taste also average better go sarjapur branch,manish kumar,Low,Non-Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food']",[0.9552956223487854],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
1761,"Terrible place, poorly lit, cramped seats. Staff couldn't care less about you if they're crowded. The meat was already fully cooked, poorly marinated and cold. You use the barbeque to reheat it only (not very different from other places …",terrible place poorly lit cramped seats staff couldnt care less theyre crowded meat already fully cooked poorly marinated cold use barbeque reheat different places,kanu mitra,High,Urgent,High Satisfaction,2190,2190,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns']","[0.9851078391075134, 0.9258092045783997, 0.7917191982269287]","['Service Issue', 'Food Quality', 'Atmosphere']",0,1,1,0,1,0,0,08-11-2018
1762,"It was very normal buffet. I was expecting a lot of varieties but was very disappointed. In veg barbecue only paneer and then fruits. For non veg only prawns, fish and chicken. That's all …",normal buffet expecting lot varieties disappointed veg barbecue paneer fruits non veg prawns fish chicken thats,sapna sharma,High,Urgent,High Satisfaction,1825,1825,['Limited food options or menu variety'],[0.9957830905914307],['Food Options'],0,0,0,0,0,0,1,08-11-2019
1763,Good food. Good choices. Affordable prices. But you don't get that ambiance as it is too loud because of the people as well as the music   played by the restaurant itself.,good food good choices affordable prices dont get ambiance loud people well music played restaurant,suhas m v,Low,Non-Urgent,High Satisfaction,1825,1825,"['Ambiance, noise levels, or atmosphere concerns', 'Concerns about pricing and value', 'Positive review']","[0.9968674182891846, 0.945406436920166, 0.8654346466064453]","['Atmosphere', 'Value for Money', 'Positive Review']",0,0,1,1,0,1,0,08-11-2019
1764,Revisited after many years...still same options...I remember that it started as strong competition to Barbeque nation but now now  taste and options are not that good. I hope they include new items and keep the legacy.,revisited many yearsstill optionsi remember started strong competition barbeque nation taste options good hope include new items keep legacy,anshul garg,Low,Non-Urgent,High Satisfaction,730,730,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9732619524002075, 0.9502700567245483]","['Food Quality', 'Food Options']",0,1,0,0,0,0,1,07-11-2022
1765,The food has become bland and the service has degraded heavily. Because they are allowing too many people they are not able to manage properly. Would not recommend.,food become bland service degraded heavily allowing many people able manage properly would recommend,sohom majumdar,Low,Non-Urgent,No Response,1095,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9916848540306091, 0.9916516542434692, 0.944403886795044]","['Service Issue', 'Food Quality', 'Food Options']",0,1,0,0,1,0,1,07-11-2021
1766,"3B's, Roof top, may face extra blow of heat, parking available, good food, Pan ice cream is catchy and must try, otherwise negligible desserts. Starter's service is horrible, main course is good.",bs roof top may face extra blow heat parking available good food pan ice cream catchy must try otherwise negligible desserts starters service horrible main course good,arvind arya,Low,Non-Urgent,High Satisfaction,1825,1825,['Positive review'],[0.9501745104789734],['Positive Review'],0,0,0,0,0,1,0,08-11-2019
1767,Quality is not consistent. There was no soda in fresh lime soda. Service was not as before. Its time to revise your table etiquette,quality consistent soda fresh lime soda service time revise table etiquette,smital dalavi,Low,Non-Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Limited food options or menu variety']","[0.9935613870620728, 0.9456377029418945, 0.7736061215400696]","['Food Quality', 'Service Issue', 'Food Options']",0,1,0,0,1,0,1,08-11-2019
